ID,Peso,Estatura,Edad,PctGrasaCorporal,EstadoCivil,ActividadFisica
00f76868,92.2,170.2,19.0,14.4,casado,0
4e9c4adc,61.8,160.7,70.0,19.8,divorciado,1
2ddbc612,59.8,163.4,25.0,14.1,casado,1
79d1e95c,100.9,176.1,55.0,17.1,soltero,0
85c02710,70.0,181.4,36.0,13.8,casado,1
63641efb,64.4,188.6,60.0,11.0,soltero,0
88bb4471,84.1,178.5,18.0,10.6,casado,0
deb4b4b2,71.5,182.0,46.0,12.0,casado,0
12bd069a,72.5,169.0,57.0,14.1,casado,0
aca076a6,69.1,162.6,55.0,19.8,casado,1
